node,degree,total_amount,latest_tx,avgNbrDeg,clustering,pagerank,risk,label
A2285,2,3.0631e+006,33449,3.5,0,2.95029,4,0
A2041,4,5.28805e+006,35932,2.75,0,0.347427,2,0
A643,5,104276,32059,6,0,1.84305,2,0
A447,1,89312,18195,2,0,0.332377,2,0
A1527,2,67208,28399,5,0,0.314925,2,0
A656,5,11321,30127,3.4,0,0.895451,2,0
A31,13,1.82522e+007,39127,3.76923,0,0.230891,2,0
A4,1,27084,6865,11,0,0.218397,3,0
A1485,1,28747,13262,1,0,0.511546,2,0
A1311,4,9.02656e+006,37764,6.25,0,1.65439,2,0
A216,2,49691,23090,2,0,2.96037,4,0
A532,3,6.68677e+006,20501,4.33333,0,0.376185,2,0
A638,4,6855,27052,4.5,0,0.873544,2,0
A1112,2,1.51326e+006,27226,3.5,0,1.77695,2,0
A1282,4,391193,35688,2.25,0,0.419072,2,0
A1073,3,4.67518e+006,29265,3.33333,0,0.988098,2,0
A865,2,106781,40032,4,0,0.852553,2,0
A843,3,2.89699e+006,32621,4,0,1.29191,2,0
A570,1,91494,13489,2,0,0.730105,2,0
A1408,2,8.9301e+006,24522,4.5,0,0.853466,2,0
A1035,1,9.7463e+006,13551,7,0,1,2,0
A1950,4,2.78032e+006,36472,5.75,0,0.589081,2,0
A1726,4,105178,39030,4.25,0,1.22373,2,0
A1210,6,2.77394e+006,35261,3.5,0,1.03826,2,0
A1075,3,5.37057e+006,33249,4.66667,0,0.34222,2,0
A1203,4,198277,36985,2.75,0,1.32991,2,0
A2311,3,9.28771e+006,31147,7.33333,0,1.74815,2,0
A1023,5,1.27264e+006,38811,5.2,0,0.685274,2,0
A1608,2,66260,39246,2.5,0,0.840303,2,0
